id,fixedIndex,trait,question,p1,p2,p3,p4,responseLabel1,responseValue1,responseScore1,responseTrait1,responseLabel2,responseValue2,responseScore2,responseTrait2,responseLabel3,responseValue3,responseScore3,responseTrait3,responseLabel4,responseValue4,responseScore4,responseTrait4,type,skippable,instructions,itemSet
276,,kanji,"How is this word read: 知る?",1.7,1,0,1,miru,miru,0,kanji,tsukuru,tsukuru,0,kanji,taberu,taberu,0,kanji,shiru,shiru,1,kanji,options,,"Pick the correct option.",
277,,kanji,"What is the Japanese translation of fine?",1.7,1,0,1,馬車,馬車,0,kanji,先生,先生,0,kanji,天気,天気,0,kanji,元気,元気,1,kanji,options,,"Pick the correct option.",
279,,kanji,"Which word reads: genki?",1.7,1,0,1,見学,見学,0,kanji,多少,多少,0,kanji,馬車,馬車,0,kanji,元気,元気,1,kanji,options,,"Pick the correct option.",
282,,kanji,"What is the English translation of 毎日?",1.7,1,0,1,"what day","what day",0,kanji,holiday,holiday,0,kanji,look,look,0,kanji,everyday,everyday,1,kanji,options,,"Pick the correct option.",
284,,kanji,"How is this word read: 毎日?",1.7,1,0,1,kyuujitsu,kyuujitsu,0,kanji,nannichi,nannichi,0,kanji,nanahyaku,nanahyaku,0,kanji,mainichi,mainichi,1,kanji,options,,"Pick the correct option.",
285,,kanji,"What is the Japanese translation of father?",1.7,1,0,1,父,父,1,kanji,今,今,0,kanji,馬,馬,0,kanji,母,母,0,kanji,options,,"Pick the correct option.",
287,,kanji,"Which word reads: chichi?",1.7,1,0,1,馬,馬,0,kanji,駅,駅,0,kanji,父,父,1,kanji,川,川,0,kanji,options,,"Pick the correct option.",
290,,kanji,"What is the English translation of 母?",1.7,1,0,1,fire,fire,0,kanji,mother,mother,1,kanji,temple,temple,0,kanji,eye,eye,0,kanji,options,,"Pick the correct option.",
292,,kanji,"How is this word read: 母?",1.7,1,0,1,haha,haha,1,kanji,eki,eki,0,kanji,mimi,mimi,0,kanji,soto,soto,0,kanji,options,,"Pick the correct option.",
293,,kanji,"What is the Japanese translation of friend?",1.7,1,0,1,女の子,女の子,0,kanji,友だち,友だち,1,kanji,半分,半分,0,kanji,休み,休み,0,kanji,options,,"Pick the correct option.",
295,,kanji,"Which word reads: tomodachi?",1.7,1,0,1,男だち,男だち,0,kanji,友だち,友だち,1,kanji,休ち,休ち,0,kanji,女だち,女だち,0,kanji,options,,"Pick the correct option.",
298,,kanji,"What is the English translation of 電車?",1.7,1,0,1,"up and down","up and down",0,kanji,important,important,0,kanji,"heavy rain","heavy rain",0,kanji,train,train,1,kanji,options,,"Pick the correct option.",
300,,kanji,"How is this word read: 電車?",1.7,1,0,1,koinu,koinu,0,kanji,chuugoku,chuugoku,0,kanji,densha,densha,1,kanji,gakkou,gakkou,0,kanji,options,,"Pick the correct option.",
301,,kanji,"What is the Japanese translation of white?",1.7,1,0,1,多い,多い,0,kanji,白い,白い,1,kanji,近い,近い,0,kanji,明るい,明るい,0,kanji,options,,"Pick the correct option.",
303,,kanji,"Which word reads: shiroi?",1.7,1,0,1,明ろい,明ろい,0,kanji,白い,白い,1,kanji,少い,少い,0,kanji,小い,小い,0,kanji,options,,"Pick the correct option.",
306,,kanji,"What is the English translation of 明るい?",1.7,1,0,1,bright,bright,1,kanji,many,many,0,kanji,"small ","small ",0,kanji,few,few,0,kanji,options,,"Pick the correct option.",
308,,kanji,"How is this word read: 明るい?",1.7,1,0,1,akarui,akarui,1,kanji,marui,marui,0,kanji,furui,furui,0,kanji,karui,karui,0,kanji,options,,"Pick the correct option.",
309,,kanji,"What is the Japanese translation of body?",1.7,1,0,1,体,体,1,kanji,今,今,0,kanji,耳,耳,0,kanji,川,川,0,kanji,options,,"Pick the correct option.",
311,,kanji,"Which word reads: karada?",1.7,1,0,1,駅,駅,0,kanji,体,体,1,kanji,山,山,0,kanji,火,火,0,kanji,options,,"Pick the correct option.",
314,,kanji,"What is the English translation of 目?",1.7,1,0,1,eye,eye,1,kanji,river,river,0,kanji,tree,tree,0,kanji,ear,ear,0,kanji,options,,"Pick the correct option.",
316,,kanji,"How is this word read: 目?",1.7,1,0,1,me,me,1,kanji,soto,soto,0,kanji,haha,haha,0,kanji,mizu,mizu,0,kanji,options,,"Pick the correct option.",
317,,kanji,"What is the Japanese translation of ear?",1.7,1,0,1,目,目,0,kanji,耳,耳,1,kanji,今,今,0,kanji,川,川,0,kanji,options,,"Pick the correct option.",
319,,kanji,"Which word reads: mimi?",1.7,1,0,1,山,山,0,kanji,父,父,0,kanji,今,今,0,kanji,耳,耳,1,kanji,options,,"Pick the correct option.",
322,,kanji,"What is the English translation of 出口?",1.7,1,0,1,teacher,teacher,0,kanji,exit,exit,1,kanji,coach,coach,0,kanji,"more or less","more or less",0,kanji,options,,"Pick the correct option.",
324,,kanji,"How is this word read: 出口?",1.7,1,0,1,gakusei,gakusei,0,kanji,gakkou,gakkou,0,kanji,jikan,jikan,0,kanji,deguchi,deguchi,1,kanji,options,,"Pick the correct option.",
325,,kanji,"What is the Japanese translation of entrance?",1.7,1,0,1,手足,手足,0,kanji,男女,男女,0,kanji,入口,入口,1,kanji,小犬,小犬,0,kanji,options,,"Pick the correct option.",
327,,kanji,"Which word reads: iriguchi?",1.7,1,0,1,入口,入口,1,kanji,手足,手足,0,kanji,大切,大切,0,kanji,外国,外国,0,kanji,options,,"Pick the correct option.",
330,,kanji,"What is the English translation of 手足?",1.7,1,0,1,teacher,teacher,0,kanji,"hands and feet","hands and feet",1,kanji,entrance,entrance,0,kanji,fine,fine,0,kanji,options,,"Pick the correct option.",
332,,kanji,"How is this word read: 手足?",1.7,1,0,1,kengaku,kengaku,0,kanji,te-ashi,te-ashi,1,kanji,jikan,jikan,0,kanji,taisetsu,taisetsu,0,kanji,options,,"Pick the correct option.",
333,,kanji,"What is the Japanese translation of temple?",1.7,1,0,1,外,外,0,kanji,寺,寺,1,kanji,馬,馬,0,kanji,川,川,0,kanji,options,,"Pick the correct option.",
335,,kanji,"Which word reads: tera?",1.7,1,0,1,寺,寺,1,kanji,父,父,0,kanji,目,目,0,kanji,今,今,0,kanji,options,,"Pick the correct option.",
338,,kanji,"What is the English translation of 学生?",1.7,1,0,1,train,train,0,kanji,teacher,teacher,0,kanji,student,student,1,kanji,name,name,0,kanji,options,,"Pick the correct option.",
340,,kanji,"How is this word read: 学生?",1.7,1,0,1,tenki,tenki,0,kanji,kaisha,kaisha,0,kanji,basha,basha,0,kanji,gakusei,gakusei,1,kanji,options,,"Pick the correct option.",
341,,kanji,"What is the Japanese translation of teacher?",1.7,1,0,1,天気,天気,0,kanji,中国,中国,0,kanji,手足,手足,0,kanji,先生,先生,1,kanji,options,,"Pick the correct option.",
343,,kanji,"Which word reads: sensei?",1.7,1,0,1,見学,見学,0,kanji,先生,先生,1,kanji,時間,時間,0,kanji,大切,大切,0,kanji,options,,"Pick the correct option.",
346,,kanji,"What is the English translation of 学校?",1.7,1,0,1,"hands and feet","hands and feet",0,kanji,telephone,telephone,0,kanji,school,school,1,kanji,"heavy rain","heavy rain",0,kanji,options,,"Pick the correct option.",
348,,kanji,"How is this word read: 学校?",1.7,1,0,1,jouge,jouge,0,kanji,gakkou,gakkou,1,kanji,te-ashi,te-ashi,0,kanji,namae,namae,0,kanji,options,,"Pick the correct option.",
349,,kanji,"What is the Japanese translation of eat?",1.7,1,0,1,会う,会う,0,kanji,使う,使う,0,kanji,食べる,食べる,1,kanji,作る,作る,0,kanji,options,,"Pick the correct option.",
351,,kanji,"Which word reads: taberu?",1.7,1,0,1,学べる,学べる,0,kanji,作る,作る,0,kanji,知る,知る,0,kanji,食べる,食べる,1,kanji,options,,"Pick the correct option.",
354,,kanji,"What is the English translation of 飲む?",1.7,1,0,1,meet,meet,0,kanji,eat,eat,0,kanji,cut,cut,0,kanji,drink,drink,1,kanji,options,,"Pick the correct option.",
356,,kanji,"How is this word read: 飲む?",1.7,1,0,1,sumu,sumu,0,kanji,nomu,nomu,1,kanji,yomu,yomu,0,kanji,umu,umu,0,kanji,options,,"Pick the correct option.",
357,,kanji,"What is the Japanese translation of company?",1.7,1,0,1,会社,会社,1,kanji,見学,見学,0,kanji,大切,大切,0,kanji,中国,中国,0,kanji,options,,"Pick the correct option.",
359,,kanji,"Which word reads: kaisha?",1.7,1,0,1,電話,電話,0,kanji,会社,会社,1,kanji,先生,先生,0,kanji,大切,大切,0,kanji,options,,"Pick the correct option.",
362,,kanji,"What is the English translation of 会う?",1.7,1,0,1,know,know,0,kanji,live,live,0,kanji,meet,meet,1,kanji,cut,cut,0,kanji,options,,"Pick the correct option.",
364,,kanji,"How is this word read: 会う?",1.7,1,0,1,tsukau,tsukau,0,kanji,au,au,1,kanji,kau,kau,0,kanji,harau,harau,0,kanji,options,,"Pick the correct option.",
365,,kanji,"What is the Japanese translation of look?",1.7,1,0,1,話す,話す,0,kanji,会う,会う,0,kanji,使う,使う,0,kanji,見る,見る,1,kanji,options,,"Pick the correct option.",
367,,kanji,"Which word reads: miru?",1.7,1,0,1,知る,知る,0,kanji,話る,話る,0,kanji,切る,切る,0,kanji,見る,見る,1,kanji,options,,"Pick the correct option.",
370,,kanji,"What is the English translation of 切る?",1.7,1,0,1,use,use,0,kanji,cut,cut,1,kanji,stand,stand,0,kanji,know,know,0,kanji,options,,"Pick the correct option.",
372,,kanji,"How is this word read: 切る?",1.7,1,0,1,kiru,kiru,1,kanji,miru,miru,0,kanji,taberu,taberu,0,kanji,shiru,shiru,0,kanji,options,,"Pick the correct option.",
373,,kanji,"What is the Japanese translation of inspection?",1.7,1,0,1,馬車,馬車,0,kanji,見学,見学,1,kanji,中国,中国,0,kanji,外国,外国,0,kanji,options,,"Pick the correct option.",
375,,kanji,"Which word reads: kengaku?",1.7,1,0,1,上下,上下,0,kanji,田中,田中,0,kanji,見学,見学,1,kanji,会社,会社,0,kanji,options,,"Pick the correct option.",
378,,kanji,"What is the English translation of 大切?",1.7,1,0,1,"more or less","more or less",0,kanji,"men and women","men and women",0,kanji,"foreign country","foreign country",0,kanji,important,important,1,kanji,options,,"Pick the correct option.",
380,,kanji,"How is this word read: 大切?",1.7,1,0,1,taisetsu,taisetsu,1,kanji,denwa,denwa,0,kanji,koinu,koinu,0,kanji,sensei,sensei,0,kanji,options,,"Pick the correct option.",
381,,kanji,"What is the Japanese translation of speak?",1.7,1,0,1,話す,話す,1,kanji,飲む,飲む,0,kanji,会う,会う,0,kanji,食べる,食べる,0,kanji,options,,"Pick the correct option.",
383,,kanji,"Which word reads: hanasu?",1.7,1,0,1,立す,立す,0,kanji,足す,足す,0,kanji,会す,会す,0,kanji,話す,話す,1,kanji,options,,"Pick the correct option.",
386,,kanji,"What is the English translation of 電話?",1.7,1,0,1,student,student,0,kanji,"heavy rain","heavy rain",0,kanji,"foreign country","foreign country",0,kanji,telephone,telephone,1,kanji,options,,"Pick the correct option.",
388,,kanji,"How is this word read: 電話?",1.7,1,0,1,denwa,denwa,1,kanji,tenki,tenki,0,kanji,deguchi,deguchi,0,kanji,jouge,jouge,0,kanji,options,,"Pick the correct option.",
389,,kanji,"What is the Japanese translation of horse?",1.7,1,0,1,耳,耳,0,kanji,馬,馬,1,kanji,駅,駅,0,kanji,父,父,0,kanji,options,,"Pick the correct option.",
391,,kanji,"Which word reads: uma?",1.7,1,0,1,耳,耳,0,kanji,馬,馬,1,kanji,今,今,0,kanji,寺,寺,0,kanji,options,,"Pick the correct option.",
394,,kanji,"What is the English translation of 馬車?",1.7,1,0,1,coach,coach,1,kanji,school,school,0,kanji,fine,fine,0,kanji,"more or less","more or less",0,kanji,options,,"Pick the correct option.",
396,,kanji,"How is this word read: 馬車?",1.7,1,0,1,chuugoku,chuugoku,0,kanji,gaikoku,gaikoku,0,kanji,denwa,denwa,0,kanji,basha,basha,1,kanji,options,,"Pick the correct option.",
397,,kanji,"What is the Japanese translation of station?",1.7,1,0,1,火,火,0,kanji,母,母,0,kanji,駅,駅,1,kanji,今,今,0,kanji,options,,"Pick the correct option.",
399,,kanji,"Which word reads: eki?",1.7,1,0,1,駅,駅,1,kanji,山,山,0,kanji,耳,耳,0,kanji,寺,寺,0,kanji,options,,"Pick the correct option.",
402,,kanji,"What is the English translation of 春?",1.7,1,0,1,summer,summer,0,kanji,autumn,autumn,0,kanji,spring,spring,1,kanji,winter,winter,0,kanji,options,,"Pick the correct option.",
404,,kanji,"How is this word read: 春?",1.7,1,0,1,fuyu,fuyu,0,kanji,natsu,natsu,0,kanji,haru,haru,1,kanji,aki,aki,0,kanji,options,,"Pick the correct option.",
405,,kanji,"What is the Japanese translation of summer?",1.7,1,0,1,秋,秋,0,kanji,冬,冬,0,kanji,春,春,0,kanji,夏,夏,1,kanji,options,,"Pick the correct option.",
407,,kanji,"Which word reads: natsu?",1.7,1,0,1,夏,夏,1,kanji,冬,冬,0,kanji,春,春,0,kanji,秋,秋,0,kanji,options,,"Pick the correct option.",
410,,kanji,"What is the English translation of 秋?",1.7,1,0,1,summer,summer,0,kanji,autumn,autumn,1,kanji,winter,winter,0,kanji,spring,spring,0,kanji,options,,"Pick the correct option.",
412,,kanji,"How is this word read: 秋?",1.7,1,0,1,haru,haru,0,kanji,fuyu,fuyu,0,kanji,aki,aki,1,kanji,natsu,natsu,0,kanji,options,,"Pick the correct option.",
413,,kanji,"What is the Japanese translation of winter?",1.7,1,0,1,春,春,0,kanji,夏,夏,0,kanji,冬,冬,1,kanji,秋,秋,0,kanji,options,,"Pick the correct option.",
415,,kanji,"Which word reads: fuyu?",1.7,1,0,1,春,春,0,kanji,秋,秋,0,kanji,夏,夏,0,kanji,冬,冬,1,kanji,options,,"Pick the correct option.",
