id,fixedIndex,trait,question,p1,p2,p3,p4,responseLabel1,responseValue1,responseScore1,responseTrait1,responseLabel2,responseValue2,responseScore2,responseTrait2,responseLabel3,responseValue3,responseScore3,responseTrait3,responseLabel4,responseValue4,responseScore4,responseTrait4,type,skippable,instructions,itemSet
275,,kanji,"Which word reads: shiru?",1.7,1,0,1,知る,知る,1,kanji,会る,会る,0,kanji,作る,作る,0,kanji,住る,住る,0,kanji,options,,"Pick the correct option.",
278,,kanji,"What is the English translation of 元気?",1.7,1,0,1,"up and down","up and down",0,kanji,"foreign country","foreign country",0,kanji,entrance,entrance,0,kanji,fine,fine,1,kanji,options,,"Pick the correct option.",
280,,kanji,"How is this word read: 元気?",1.7,1,0,1,densha,densha,0,kanji,danjo,danjo,0,kanji,koinu,koinu,0,kanji,genki,genki,1,kanji,options,,"Pick the correct option.",
281,,kanji,"What is the Japanese translation of everyday?",1.7,1,0,1,毎日,毎日,1,kanji,何日,何日,0,kanji,父,父,0,kanji,休日,休日,0,kanji,options,,"Pick the correct option.",
283,,kanji,"Which word reads: mainichi?",1.7,1,0,1,一時,一時,0,kanji,何日,何日,0,kanji,毎日,毎日,1,kanji,休日,休日,0,kanji,options,,"Pick the correct option.",
286,,kanji,"What is the English translation of 父?",1.7,1,0,1,father,father,1,kanji,body,body,0,kanji,mother,mother,0,kanji,fire,fire,0,kanji,options,,"Pick the correct option.",
288,,kanji,"How is this word read: 父?",1.7,1,0,1,chichi,chichi,1,kanji,tera,tera,0,kanji,mimi,mimi,0,kanji,haha,haha,0,kanji,options,,"Pick the correct option.",
289,,kanji,"What is the Japanese translation of mother?",1.7,1,0,1,目,目,0,kanji,土,土,0,kanji,母,母,1,kanji,今,今,0,kanji,options,,"Pick the correct option.",
291,,kanji,"Which word reads: haha?",1.7,1,0,1,体,体,0,kanji,母,母,1,kanji,耳,耳,0,kanji,駅,駅,0,kanji,options,,"Pick the correct option.",
294,,kanji,"What is the English translation of 友だち?",1.7,1,0,1,rest,rest,0,kanji,friend,friend,1,kanji,girl,girl,0,kanji,route,route,0,kanji,options,,"Pick the correct option.",
296,,kanji,"How is this word read: 友だち?",1.7,1,0,1,tomodachi,tomodachi,1,kanji,asadachi,asadachi,0,kanji,otokodachi,otokodachi,0,kanji,yudachi,yudachi,0,kanji,options,,"Pick the correct option.",
297,,kanji,"What is the Japanese translation of train?",1.7,1,0,1,電車,電車,1,kanji,電話,電話,0,kanji,先生,先生,0,kanji,入口,入口,0,kanji,options,,"Pick the correct option.",
299,,kanji,"Which word reads: densha?",1.7,1,0,1,天気,天気,0,kanji,先生,先生,0,kanji,電車,電車,1,kanji,元気,元気,0,kanji,options,,"Pick the correct option.",
302,,kanji,"What is the English translation of 白い?",1.7,1,0,1,white,white,1,kanji,many,many,0,kanji,"small ","small ",0,kanji,near,near,0,kanji,options,,"Pick the correct option.",
304,,kanji,"How is this word read: 白い?",1.7,1,0,1,chiisai,chiisai,0,kanji,chikai,chikai,0,kanji,shiroi,shiroi,1,kanji,kirai,kirai,0,kanji,options,,"Pick the correct option.",
305,,kanji,"What is the Japanese translation of bright?",1.7,1,0,1,近い,近い,0,kanji,白い,白い,0,kanji,多い,多い,0,kanji,明るい,明るい,1,kanji,options,,"Pick the correct option.",
307,,kanji,"Which word reads: akarui?",1.7,1,0,1,大好い,大好い,0,kanji,明るい,明るい,1,kanji,少ない,少ない,0,kanji,近い,近い,0,kanji,options,,"Pick the correct option.",
310,,kanji,"What is the English translation of 体?",1.7,1,0,1,eye,eye,0,kanji,body,body,1,kanji,outside,outside,0,kanji,temple,temple,0,kanji,options,,"Pick the correct option.",
312,,kanji,"How is this word read: 体?",1.7,1,0,1,karada,karada,1,kanji,tsuchi,tsuchi,0,kanji,soto,soto,0,kanji,tera,tera,0,kanji,options,,"Pick the correct option.",
313,,kanji,"What is the Japanese translation of eye?",1.7,1,0,1,目,目,1,kanji,耳,耳,0,kanji,父,父,0,kanji,火,火,0,kanji,options,,"Pick the correct option.",
315,,kanji,"Which word reads: me?",1.7,1,0,1,目,目,1,kanji,駅,駅,0,kanji,外,外,0,kanji,父,父,0,kanji,options,,"Pick the correct option.",
318,,kanji,"What is the English translation of 耳?",1.7,1,0,1,body,body,0,kanji,ear,ear,1,kanji,outside,outside,0,kanji,mountain,mountain,0,kanji,options,,"Pick the correct option.",
320,,kanji,"How is this word read: 耳?",1.7,1,0,1,karada,karada,0,kanji,yama,yama,0,kanji,haha,haha,0,kanji,mimi,mimi,1,kanji,options,,"Pick the correct option.",
321,,kanji,"What is the Japanese translation of exit?",1.7,1,0,1,男女,男女,0,kanji,大雨,大雨,0,kanji,出口,出口,1,kanji,電話,電話,0,kanji,options,,"Pick the correct option.",
323,,kanji,"Which word reads: deguchi?",1.7,1,0,1,入口,入口,0,kanji,見学,見学,0,kanji,電話,電話,0,kanji,出口,出口,1,kanji,options,,"Pick the correct option.",
326,,kanji,"What is the English translation of 入口?",1.7,1,0,1,train,train,0,kanji,exit,exit,0,kanji,entrance,entrance,1,kanji,school,school,0,kanji,options,,"Pick the correct option.",
328,,kanji,"How is this word read: 入口?",1.7,1,0,1,namae,namae,0,kanji,danjo,danjo,0,kanji,deguchi,deguchi,0,kanji,iriguchi,iriguchi,1,kanji,options,,"Pick the correct option.",
329,,kanji,"What is the Japanese translation of hands and feet?",1.7,1,0,1,上下,上下,0,kanji,手足,手足,1,kanji,出口,出口,0,kanji,馬車,馬車,0,kanji,options,,"Pick the correct option.",
331,,kanji,"Which word reads: te-ashi?",1.7,1,0,1,先生,先生,0,kanji,田中,田中,0,kanji,出口,出口,0,kanji,手足,手足,1,kanji,options,,"Pick the correct option.",
334,,kanji,"What is the English translation of 寺?",1.7,1,0,1,temple,temple,1,kanji,river,river,0,kanji,mountain,mountain,0,kanji,ear,ear,0,kanji,options,,"Pick the correct option.",
336,,kanji,"How is this word read: 寺?",1.7,1,0,1,tsuchi,tsuchi,0,kanji,tera,tera,1,kanji,ima,ima,0,kanji,hi,hi,0,kanji,options,,"Pick the correct option.",
337,,kanji,"What is the Japanese translation of student?",1.7,1,0,1,元気,元気,0,kanji,学生,学生,1,kanji,見学,見学,0,kanji,大切,大切,0,kanji,options,,"Pick the correct option.",
339,,kanji,"Which word reads: gakusei?",1.7,1,0,1,学生,学生,1,kanji,小犬,小犬,0,kanji,入口,入口,0,kanji,会社,会社,0,kanji,options,,"Pick the correct option.",
342,,kanji,"What is the English translation of 先生?",1.7,1,0,1,"men and women","men and women",0,kanji,teacher,teacher,1,kanji,school,school,0,kanji,"heavy rain","heavy rain",0,kanji,options,,"Pick the correct option.",
344,,kanji,"How is this word read: 先生?",1.7,1,0,1,sensei,sensei,1,kanji,gakkou,gakkou,0,kanji,koinu,koinu,0,kanji,deguchi,deguchi,0,kanji,options,,"Pick the correct option.",
345,,kanji,"What is the Japanese translation of school?",1.7,1,0,1,見学,見学,0,kanji,学校,学校,1,kanji,大雨,大雨,0,kanji,電話,電話,0,kanji,options,,"Pick the correct option.",
347,,kanji,"Which word reads: gakkou?",1.7,1,0,1,先生,先生,0,kanji,男女,男女,0,kanji,外国,外国,0,kanji,学校,学校,1,kanji,options,,"Pick the correct option.",
350,,kanji,"What is the English translation of 食べる?",1.7,1,0,1,eat,eat,1,kanji,use,use,0,kanji,drink,drink,0,kanji,stand,stand,0,kanji,options,,"Pick the correct option.",
352,,kanji,"How is this word read: 食べる?",1.7,1,0,1,shaberu,shaberu,0,kanji,kuraberu,kuraberu,0,kanji,taberu,taberu,1,kanji,shokuberu,shokuberu,0,kanji,options,,"Pick the correct option.",
353,,kanji,"What is the Japanese translation of drink?",1.7,1,0,1,食べる,食べる,0,kanji,住む,住む,0,kanji,立つ,立つ,0,kanji,飲む,飲む,1,kanji,options,,"Pick the correct option.",
355,,kanji,"Which word reads: nomu?",1.7,1,0,1,話む,話む,0,kanji,食む,食む,0,kanji,見む,見む,0,kanji,飲む,飲む,1,kanji,options,,"Pick the correct option.",
358,,kanji,"What is the English translation of 会社?",1.7,1,0,1,school,school,0,kanji,coach,coach,0,kanji,company,company,1,kanji,important,important,0,kanji,options,,"Pick the correct option.",
360,,kanji,"How is this word read: 会社?",1.7,1,0,1,deguchi,deguchi,0,kanji,gakusei,gakusei,0,kanji,jouge,jouge,0,kanji,kaisha,kaisha,1,kanji,options,,"Pick the correct option.",
361,,kanji,"What is the Japanese translation of meet?",1.7,1,0,1,住む,住む,0,kanji,会う,会う,1,kanji,作る,作る,0,kanji,飲む,飲む,0,kanji,options,,"Pick the correct option.",
363,,kanji,"Which word reads: au?",1.7,1,0,1,見う,見う,0,kanji,使う,使う,0,kanji,作う,作う,0,kanji,会う,会う,1,kanji,options,,"Pick the correct option.",
366,,kanji,"What is the English translation of 見る?",1.7,1,0,1,look,look,1,kanji,stand,stand,0,kanji,meet,meet,0,kanji,cut,cut,0,kanji,options,,"Pick the correct option.",
368,,kanji,"How is this word read: 見る?",1.7,1,0,1,miru,miru,1,kanji,tsukuru,tsukuru,0,kanji,suru,suru,0,kanji,aru,aru,0,kanji,options,,"Pick the correct option.",
369,,kanji,"What is the Japanese translation of cut?",1.7,1,0,1,切る,切る,1,kanji,会う,会う,0,kanji,立つ,立つ,0,kanji,食べる,食べる,0,kanji,options,,"Pick the correct option.",
371,,kanji,"Which word reads: kiru?",1.7,1,0,1,作る,作る,0,kanji,見る,見る,0,kanji,切る,切る,1,kanji,出る,出る,0,kanji,options,,"Pick the correct option.",
374,,kanji,"What is the English translation of 見学?",1.7,1,0,1,train,train,0,kanji,"Tanaka (person´s name)","Tanaka (person´s name)",0,kanji,inspection,inspection,1,kanji,"foreign country","foreign country",0,kanji,options,,"Pick the correct option.",
376,,kanji,"How is this word read: 見学?",1.7,1,0,1,ooame,ooame,0,kanji,denwa,denwa,0,kanji,gaikoku,gaikoku,0,kanji,kengaku,kengaku,1,kanji,options,,"Pick the correct option.",
377,,kanji,"What is the Japanese translation of important?",1.7,1,0,1,元気,元気,0,kanji,学生,学生,0,kanji,大切,大切,1,kanji,見学,見学,0,kanji,options,,"Pick the correct option.",
379,,kanji,"Which word reads: taisetsu?",1.7,1,0,1,大切,大切,1,kanji,外国,外国,0,kanji,男女,男女,0,kanji,元気,元気,0,kanji,options,,"Pick the correct option.",
382,,kanji,"What is the English translation of 話す?",1.7,1,0,1,stand,stand,0,kanji,speak,speak,1,kanji,know,know,0,kanji,drink,drink,0,kanji,options,,"Pick the correct option.",
384,,kanji,"How is this word read: 話す?",1.7,1,0,1,kuwasu,kuwasu,0,kanji,tamesu,tamesu,0,kanji,hayasu,hayasu,0,kanji,hanasu,hanasu,1,kanji,options,,"Pick the correct option.",
385,,kanji,"What is the Japanese translation of telephone?",1.7,1,0,1,外国,外国,0,kanji,手足,手足,0,kanji,馬車,馬車,0,kanji,電話,電話,1,kanji,options,,"Pick the correct option.",
387,,kanji,"Which word reads: denwa?",1.7,1,0,1,名前,名前,0,kanji,学校,学校,0,kanji,先生,先生,0,kanji,電話,電話,1,kanji,options,,"Pick the correct option.",
390,,kanji,"What is the English translation of 馬?",1.7,1,0,1,body,body,0,kanji,fire,fire,0,kanji,horse,horse,1,kanji,river,river,0,kanji,options,,"Pick the correct option.",
392,,kanji,"How is this word read: 馬?",1.7,1,0,1,soto,soto,0,kanji,karada,karada,0,kanji,uma,uma,1,kanji,ki,ki,0,kanji,options,,"Pick the correct option.",
393,,kanji,"What is the Japanese translation of coach?",1.7,1,0,1,見学,見学,0,kanji,電話,電話,0,kanji,大雨,大雨,0,kanji,馬車,馬車,1,kanji,options,,"Pick the correct option.",
395,,kanji,"Which word reads: basha?",1.7,1,0,1,馬車,馬車,1,kanji,時間,時間,0,kanji,外国,外国,0,kanji,会社,会社,0,kanji,options,,"Pick the correct option.",
398,,kanji,"What is the English translation of 駅?",1.7,1,0,1,now,now,0,kanji,temple,temple,0,kanji,mountain,mountain,0,kanji,station,station,1,kanji,options,,"Pick the correct option.",
400,,kanji,"How is this word read: 駅?",1.7,1,0,1,eki,eki,1,kanji,tsuchi,tsuchi,0,kanji,chichi,chichi,0,kanji,ima,ima,0,kanji,options,,"Pick the correct option.",
401,,kanji,"What is the Japanese translation of spring?",1.7,1,0,1,夏,夏,0,kanji,秋,秋,0,kanji,冬,冬,0,kanji,春,春,1,kanji,options,,"Pick the correct option.",
403,,kanji,"Which word reads: haru?",1.7,1,0,1,秋,秋,0,kanji,春,春,1,kanji,夏,夏,0,kanji,冬,冬,0,kanji,options,,"Pick the correct option.",
406,,kanji,"What is the English translation of 夏?",1.7,1,0,1,summer,summer,1,kanji,winter,winter,0,kanji,spring,spring,0,kanji,autumn,autumn,0,kanji,options,,"Pick the correct option.",
408,,kanji,"How is this word read: 夏?",1.7,1,0,1,haru,haru,0,kanji,aki,aki,0,kanji,fuyu,fuyu,0,kanji,natsu,natsu,1,kanji,options,,"Pick the correct option.",
409,,kanji,"What is the Japanese translation of autumn?",1.7,1,0,1,冬,冬,0,kanji,春,春,0,kanji,秋,秋,1,kanji,夏,夏,0,kanji,options,,"Pick the correct option.",
411,,kanji,"Which word reads: aki?",1.7,1,0,1,春,春,0,kanji,冬,冬,0,kanji,秋,秋,1,kanji,夏,夏,0,kanji,options,,"Pick the correct option.",
414,,kanji,"What is the English translation of 冬?",1.7,1,0,1,autumn,autumn,0,kanji,spring,spring,0,kanji,summer,summer,0,kanji,winter,winter,1,kanji,options,,"Pick the correct option.",
416,,kanji,"How is this word read: 冬?",1.7,1,0,1,haru,haru,0,kanji,fuyu,fuyu,1,kanji,natsu,natsu,0,kanji,aki,aki,0,kanji,options,,"Pick the correct option.",
